custom_id,gt_cmd,matched_key,title,metapackages,total_score,kali-tools-information-gathering,kali-tools-802-11,kali-tools-rfid,kali-tools-bluetooth,kali-tools-sdr,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-fuzzing,kali-tools-web,kali-tools-database,kali-tools-voip,kali-tools-exploitation,kali-tools-sniffing-spoofing,kali-tools-hardware,kali-tools-wireless,kali-tools-post-exploitation,kali-tools-passwords,kali-tools-windows-resources,kali-tools-crypto-stego,kali-tools-reverse-engineering,kali-tools-forensics,kali-tools-reporting,kali-tools-gpu
row-14,sambaPipe.py --debug --hashes LMHASH:NTHASH --so debug_module.so test@testdomain.local,,,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-15,usbhid-dump --address 2:5,,,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-16,impacket-tstool --hashes aaaa:bbbb administrator@192.168.1.10 tasklist,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.5555555555555555,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-17,impacket-DumpNTLMInfo --debug 192.168.1.10,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-18,impacket-tstool --no-pass --k win-server.local msg,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.4444444444444444,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-19,impacket-tstool --aesKey abcdef1234567890abcdef1234567890abcdef1234567890abcdef1234567890abcd --dc-ip 10.0.0.10 'domain\user@10.0.0.50' tsdiscon,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-20,impacket-tstool --hashes :cccc 192.168.50.75 shutdown,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.6,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-21,impacket-Get-GPPPassword --debug --k --share SYSVOL corp.local/admin:Pass123@dc01.corp.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-22,impacket-wmiquery --namespace //./root/securitycenter2 --k --no-pass web01.corp.com,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.5555555555555555,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-23,impacket-wmiquery --debug --hashes aad3b435b51404eeaad3b435b51404ee:c2b8f5d7e9a1c3b4d6e8f0a2c4b6d8e0 10.0.0.5,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.5,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-24,impacket-Get-GPPPassword --debug --port 139 --xmlfile Services.xml 192.168.50.100,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-25,impacket-wmiquery --debug guest@printer01.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-26,impacket-GetADComputers --resolveIP corp.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-27,impacket-GetADUsers --dc-ip 192.168.1.10 --k --user alice corp.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-28,impacket-GetADUsers --all --hashes :ABC123 example.com,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-29,impacket-GetLAPSPassword --computer WORKSTATION01 --k --outputfile laps_output.txt corp.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-30,ubertooth-afh --lap 556677 --repeat --uap 1a,ubertooth,ubertooth,"kali-tools-802-11,kali-tools-bluetooth,kali-tools-wireless",1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-31,impacket-GetLAPSPassword --computer CLIENT-09 --debug --hashes lmhash:nthash lab.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-32,impacket-GetNPUsers --aesKey a1b2c3d4... --debug corp.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-33,impacket-GetUserSPNs --request --save --ts corp.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-34,impacket-GetUserSPNs --aesKey 0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef --target-domain parent.domain.com child.domain.com,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-35,impacket-addcomputer --delete --hashes LMHASH:NTHASH --dc-ip 192.168.10.5 internal.net/svc_user,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-36,ubertooth-scan,ubertooth-scan,ubertooth,"kali-tools-802-11,kali-tools-bluetooth,kali-tools-wireless",0.3333333333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-37,"impacket-addcomputer --baseDN DC=lab,DC=local --computer-group CN=Workstations,DC=lab,DC=local --debug --method LDAPS --port 636 lab.local/alice",impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-38,impacket-addcomputer --domain-netbios CORP --method SAMR --port 445 corp.com/user1,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-39,ltdbtool -e -p dump cluster.db,ltdbtool,samba,"kali-tools-802-11,kali-tools-information-gathering,kali-tools-passwords,kali-tools-vulnerability,kali-tools-wireless",0.4666666666666666,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
row-40,impacket-atexec --k --no-pass win-dc.internal.corp hostname,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-41,impacket-atexec --codec cp850 'LAB/john:Passw0rd!@10.10.10.100' 'chcp.com',impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-42,impacket-atexec --debug --ts --keytab /tmp/service.keytab 192.168.1.50 'dir C:\',impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-43,impacket-changepasswd --altuser svc_account --altpass SvcPass456 --protocol ldap --reset --ts admin@dc.corp.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-44,impacket-changepasswd --hashes lm:nt --newpass NewPass123! --no-pass --protocol rpc-samr LAB/jdoe@172.16.5.20,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-45,"dacledit.py --action backup --file backup.dacl --k --dc-ip 192.168.1.10 --target-dn 'CN=Admin,CN=Users,DC=example,DC=com' example.com/user",,,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-46,impacket-dacledit --action write --ace-type allowed --rights WriteMembers --inheritance --hashes aad3b435b51404eeaad3b435b51404ee:31d6cfe0d16ae931b73c59d7e0c089c0 --principal newuser --target Managers domain.local/admin,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-47,"impacket-dacledit --action remove --ace-type allowed --rights FullControl --use-ldaps --principal-dn 'CN=Compromised,OU=Users,DC=evil,DC=com' --target-sid S-1-5-21-999999999-999999999-999999999-500 evil.local/user:secret",impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-48,impacket-dcomexec --dc-ip 10.0.0.5 --k --no-pass --shell-type powershell DOMAIN\\alice@WIN10.domain.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-49,impacket-describeTicket --debug --ts admin.ccache,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-50,smbtar -d Documents -p secret -s winpc -t backup.tar -u admin -x backup,smbtar,samba,"kali-tools-802-11,kali-tools-information-gathering,kali-tools-passwords,kali-tools-vulnerability,kali-tools-wireless",0.5151515151515151,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
row-51,impacket-describeTicket --domain corp.local --password P@ssw0rd123 --user svc_web user_ticket.ccache,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-52,impacket-dpapi --debug backupkeys,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-53,replay --file scan.log,replay,nikto,"kali-tools-information-gathering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-54,replay --file nikto_output.txt,replay,nikto,"kali-tools-information-gathering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-55,replay --help,replay,nikto,"kali-tools-information-gathering,kali-tools-vulnerability,kali-tools-web",0.6666666666666666,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-56,tcptraceroute.db --tos 16 --src-port 5000 8.8.8.8 53,tcptraceroute.db,traceroute,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-57,traceroute-nanog --nqueries 3 -u 192.168.1.1,traceroute,traceroute,,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-58,impacket-exchanger --debug 'john:secret@10.0.0.5' nspi,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-59,impacket-findDelegation --debug --dc-ip 192.168.1.10 corp.local/user:pass,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-60,impacket-getArch --debug --target 192.168.1.10 --timeout 5,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-61,impacket-getST --impersonate admin --spn cifs/target.domain.local DOMAIN/user:password,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-62,posh-config --help,posh,poshc2,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-63,impacket-getTGT --debug --ts corp.local/alice:Pass123!,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-64,impacket-getTGT --service HTTP/web.corp.com corp.com/charlie:Secret456,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-65,impacket-getTGT --k --no-pass --principalType NT_SRV_INST prod.local/svc_account,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-66,impacket-goldenPac --dc-ip 10.10.10.10 --hashes lm_part:nth_part --target-ip 10.10.10.50 DOMAIN\\user@10.10.10.50 dir C:\,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-67,impacket-karmaSMB /etc/passwd,impacket-karmasmb,impacket-scripts,"kali-tools-information-gathering,kali-tools-vulnerability",0.6666666666666666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-68,impacket-lookupsid --ts 192.168.1.10 5000,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-69,expect_lpunlock,expect_lpunlock,expect,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-70,expect_weather,expect_weather,expect,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-71,impacket-mimikatz --dc-ip 172.16.0.10 --k --no-pass --target-ip 172.16.0.20 administrator@domain.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-72,impacket-mimikatz --file mimi_cmds.txt --no-pass dc01.internal.corp,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-73,rlogin-cwd -4 -l admin -p 22 example.com,,,,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-74,impacket-mssqlclient --db SalesDB --windows-auth 192.168.1.10,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-75,impacket-mssqlclient --dc-ip 172.16.0.10 --target-ip 172.16.0.20 SQLSRV,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-76,impacket-mssqlinstance --timeout 5 192.168.1.10,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-77,tundeep --ipv6-mode --server-mode -h 10.0.0.5 -p 53 --disable-checksum,tundeep,tundeep,,0.9696969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-78,tundeep --client-mode -d udp -e 198.51.100.50 -h 203.0.113.25 -p 1234,tundeep,tundeep,,0.9696969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-79,spectool_raw --list,spectool_raw,spectools,kali-tools-wireless,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row-80,impacket-ntfs-read --debug --extract '\windows\system32\config\sam' '\\.\C:',impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-81,impacket-ntlmrelayx --debug --http-port 8080 --no-smb-server,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-82,ntlmrelayx.py --command whoami --target-file targets.txt --watch,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-83,impacket-ntlmrelayx --codec latin1 --interface-ip 10.0.0.5 --interactive,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-84,impacket-ntlmrelayx --dump-laps --no-dump --target dc01.corp.local,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-85,ntlmrelayx.py --ipv6 --serve-image /tmp/logo.png --socks --socks-address 127.0.0.1 --socks-port 1080,,,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row-86,impacket-ntlmrelayx --add-dns-record attacker 192.168.1.20 --no-acl --target 10.10.10.10,impacket,impacket,"kali-tools-exploitation,kali-tools-forensics,kali-tools-information-gathering,kali-tools-passwords,kali-tools-social-engineering,kali-tools-vulnerability,kali-tools-web",0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
row-87,ntlmrelayx.py --no-multirelay --wpad-auth-num 3 --wpad-host wpad.corp.com,,,,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
